头实体,关系,尾实体
北京电影学院,知名人物,卢卓婕
西安邮电大学,现任领导,楼旭明
吴紫彤,毕业院校,中央戏剧学院
瞿进,毕业院校,四川农业大学
彭刚,毕业院校,北京大学
香港中文大学,知名人物,李挥
西安交通大学,知名人物,姚熹
湘潭大学,知名人物,罗爱静
北京工商大学,知名人物,闫小彦
香港大学,知名人物,谢安琪
李浩轩,毕业院校,中央戏剧学院
彭一刚,毕业院校,天津大学
东南大学,知名人物,厉麟似
重庆大学,知名人物,陈一诺
海南大学,知名人物,易克贤
王爽,毕业院校,中国科学技术大学
香港中文大学,现任领导,潘伟贤
安徽师范大学,知名人物,潘德荣
中央财经大学,现任领导,栗峥
宋妍霏,毕业院校,上海戏剧学院
斯科特·埃文斯,毕业院校,纽约大学
香港中文大学,知名人物,周濂
杜源,毕业院校,中央戏剧学院
张磊,毕业院校,北京电影学院
金高银,毕业院校,韩国艺术综合大学
郭勇,毕业院校,四川大学
张雨剑,毕业院校,上海戏剧学院
常荫槐,毕业院校,奉天法政学堂
上海理工大学,知名人物,朱维基
香港中文大学,知名人物,西茜凰
南京艺术学院,知名人物,马秋华
东南大学,知名人物,傅承义
南开大学,知名人物,庞鸣
哈尔滨工业大学,知名人物,刘庆贵
北京电影学院,知名人物,王新军
湖南师范大学,知名人物,孙载夫
北京大学,知名人物,尹达
金曙罗,毕业院校,中央大学
裴秀智,毕业院校,首尔表演艺术高中
许亚军,毕业院校,中央戏剧学院表演系
许凝,毕业院校,北京电影学院
陆钟武,毕业院校,东北大学
国立西南联合大学,知名人物,钮经义
马秋子,毕业院校,中央戏剧学院
香港中文大学,知名人物,邱诚武
北京舞蹈学院,现任领导,巴图
北京电影学院,知名人物,汪佳佳
风间俊介,毕业院校,芦屋大学
香港城市大学,知名人物,张华峰
西安交通大学,知名人物,李雅芳
山西大学,知名人物,刘滇生
长江商学院,创始人,李嘉诚
北京师范大学,知名人物,童庆炳
合肥工业大学,知名人物,曾晓东
唐敖庆,毕业院校,哥伦比亚大学
香港浸会大学,领导,卫炳江
同济大学,知名人物,陈寅
陈志新,毕业院校,北京师范大学
河北师范大学,知名人物,柴冠景
同济大学,知名人物,谢明勇
张睿,毕业院校,北京电影学院
西南交通大学,知名人物,马庭林
司珂华,毕业院校,中央戏剧学院表演系
中央财经大学,知名人物,沈鹏
西南大学,历任领导,刘鸿仁
刘晓,毕业院校,山东大学
广西师范大学,知名人物,林砺儒
北京电影学院,知名人物,王远
湖南大学,知名人物,谭蔚泓
中央戏剧学院,知名人物,张鲁一
西北大学,历任领导,王亚杰
同济大学,知名人物,张波
湖南大学,知名人物,周绪红
陈坤,毕业院校,北京电影学院
湖南大学,知名人物,李薰
程孝刚,毕业院校,普渡大学
北京科技大学,知名人物,黄楚平
华中师范大学,知名人物,高玉
复旦大学,知名人物,周韶宁
蒋君,毕业院校,北京电影学院
西安交通大学管理学院,知名人物,苏江华
赵妮娜,毕业院校,北京电影学院
吴宇平,毕业院校,湘潭大学
北京外国语大学,知名人物,陈健
中国人民大学,知名人物,周骏
北京工商大学,历任领导,陈醒
李军,毕业院校,中国政法大学
北京电影学院,知名人物,姚笛
清华大学,历任领导,周自齐
同济大学,历任领导,王零
韩东,毕业院校,中央戏剧学院
中国传媒大学,知名人物,邓家佳
四川农业大学,知名人物,卢宝荣
电子科技大学,知名人物,卢铁城
北京电影学院,知名人物,许晴
傅铜,毕业院校,伯明翰大学
郭苇昀,毕业院校,真理大学
苏泽林,毕业院校,中央戏剧学院
哈尔滨工程大学,历任领导,刘居英
北京电影学院,知名人物,林博洋
巩小榕,毕业院校,中央戏剧学院
俞小凡,毕业院校,台湾艺术大学
同济大学,知名人物,王守武
孙宝江,毕业院校,华东石油学院
四川师范大学,知名人物,金钟
陈绮贞,毕业院校,台湾政治大学
赵忠秀,毕业院校,对外经济贸易大学
同济大学,知名人物,冯煦初
姜宏波,毕业院校,北京电影学院
山西大学,历任领导,李旦初
沈阳工业大学,现任领导,臧喜民
四川师范大学,知名人物,周长明
西安交通大学,知名人物,姚穆
南开大学,知名人物,王占国
吴雨橦,毕业院校,北京电影学院
同济大学,知名人物,常青
山西大学,知名人物,阎锡山
陈思诚,毕业院校,中央戏剧学院
何宝生,毕业院校,无线电视艺员训练班
复旦大学,现任领导,金海燕
甄子丹,毕业院校,西安赵长军武术学院
同济大学,知名人物,陈志强
杰弗里·怀特,毕业院校,阿默斯特学院
国立西南联合大学,知名人物,刘崇乐
西北政法大学,知名人物,陈马林
李卓阳,毕业院校,北京电影学院
北京大学,知名人物,林镕
北京电影学院,知名人物,康馥麟
吴昊宸,毕业院校,中央戏剧学院
北京外国语大学,知名人物,朱邦造
北京电影学院,知名人物,杨淇
王凤鸣,毕业院校,河北师范大学
黄瀛漩,毕业院校,北京电影学院
费坚,毕业院校,南京农业大学
袁立,毕业院校,北京电影学院
合肥工业大学,知名人物,李和平
西安交通大学,历任领导,张鹤龄
北京电影学院,知名人物,张嘉倪
东南大学,知名人物,李四光
哈尔滨工业大学,知名人物,李长春
周建华,毕业院校,湖南师范大学
乾德门,毕业院校,台湾政治大学
卢海华,毕业院校,吉林艺术学院
南京艺术学院,知名人物,徐佳
东北石油大学,知名人物,彭勇
石凯,毕业院校,四川师范大学
华中师范大学,知名人物,施洋
湘潭大学,历任领导,左维
张天阳,毕业院校,中央戏剧学院表演系
土屋太凤,毕业院校,日本女子体育大学
南开大学,历任领导,高仰云
复旦大学,现任领导,袁正宏
安芷生,毕业院校,南京大学
雷汉,毕业院校,北京师范大学
东北石油大学,知名人物,郝天臻
大连理工大学,现任领导,张弛
国立西南联合大学,知名人物,金建中
舒畅,毕业院校,北京第二外国语学院
北京电影学院,知名人物,于波
香港中文大学,知名人物,余翠怡
重庆大学,知名人物,梁树权
湖南大学,知名人物,龙清泉
肖艺,毕业院校,北京电影学院
北京大学,知名人物,杨振宁
四川师范大学,知名人物,辜文兴
延边大学,历任领导,吴健
刘宥畅,毕业院校,中央音乐学院
西北政法大学,知名人物,张树兰
夏天Alex,毕业院校,黑龙江工程学院
重庆大学,知名人物,孙文婷
北京电影学院,知名人物,陈凯歌
黄美棋,毕业院校,圣莫尼卡学院
南京师范大学,知名人物,徐悲鸿
宋灏霖,毕业院校,中央戏剧学院
斯坦福大学,知名人物,威廉·休利特
中国传媒大学,知名人物,刘纯燕
哈尔滨工业大学,知名人物,怀进鹏
香港科技大学,知名人物,杨仲轩
北京大学,知名人物,钱端升
北京电影学院,知名人物,杨肸子
程莉莎,毕业院校,上海戏剧学院
刘晨霞,毕业院校,山西大同大学艺术学院
东南大学,知名人物,张致一
西南大学,现任领导,王志坚
复旦大学,知名人物,靳以
倪菘阳,毕业院校,北京电影学院
同济大学,知名人物,李同保
北京邮电大学,现任领导,徐坤
湖南师范大学,知名人物,段伟长
四川大学,历任领导,王祯学
金巧巧,毕业院校,北京电影学院
赵健,毕业院校,南京艺术学院
香港中文大学,知名人物,郑炯文
张梓轩,毕业院校,中央音乐学院
四川师范大学,知名人物,沈有春
东北石油大学,知名人物,毛前军
重庆大学,知名人物,陈富
许明志,毕业院校,无线电视艺员训练班
北京外国语大学,知名人物,王延义
赵欣瑜,毕业院校,沈阳音乐学院
王东辉,毕业院校,中央戏剧学院
赵鹏,毕业院校,北京航空航天大学
中山大学,知名人物,陈耀真
罗四维,毕业院校,四川音乐学院
河北大学,现任领导,过常宝
西安交通大学,知名人物,禹云长
沈晓谦,毕业院校,中央戏剧学院
黄雅莉,毕业院校,李伟菘音乐学校
北京电影学院,知名人物,马容莉
北京电影学院,知名人物,董璇
哈尔滨工业大学,知名人物,许达哲
北京大学哲学系,历任领导,王博
足立梨花,毕业院校,目黑日本大学高校
香港科技大学,知名人物,戴文渊
合肥工业大学,知名人物,侯超群
常景如,毕业院校,北京电影学院
高洙,毕业院校,祥明大学
吉拉迪·库立亚古,毕业院校,玛希隆大学
中央财经大学,历任领导,贝仲选
利兹大学,知名人物,埃利奥·迪吕波
圣约翰大学,知名人物,马约翰
哈尔滨工业大学,知名人物,李圭白
闻雨,毕业院校,中央戏剧学院
西安交通大学,知名人物,袁占亭
王建军,毕业院校,哈尔滨工业大学
江浩,毕业院校,内蒙古师范大学
南京师范大学,历任领导,郭秉文
周杰,毕业院校,上海戏剧学院
李嘉诺,毕业院校,北京电影学院
斯坦福大学,知名人物,陈岳鹏
庾澄庆,毕业院校,台北科技大学
唐菀,毕业院校,北京电影学院
上海师范大学,知名人物,程霄玉
柯志凌,毕业院校,达特茅斯学院
西北民族大学,现任领导,石迎春
同济大学,知名人物,于毅夫
屈楚萧,毕业院校,中央戏剧学院
湘潭大学,知名人物,欧阳国忠
西安电子科技大学,知名人物,黎湘
黑龙江大学,知名人物,谷雨
中央财经大学,现任领导,张庆东
唐杰,毕业院校,拉夫堡大学
王鑫,毕业院校,中央戏剧学院
哈尔滨工业大学,知名人物,黄文虎
严济慈,毕业院校,东南大学
王圣迪,毕业院校,北京市私立树人·瑞贝学校
邓锋,毕业院校,宾夕法尼亚大学
中国作家协会,历任领导,陈白尘
李丞峰,毕业院校,山东艺术学院
胡建忠,毕业院校,中央财经大学
强川,毕业院校,北京舞蹈学院
牛银红,毕业院校,上海戏剧学院
中央戏剧学院,知名人物,李亚鹏
张荣明,毕业院校,南开大学
哈尔滨工程大学,现任领导,高晚欣
重庆大学,知名人物,王志杰
曹茜茜,毕业院校,上海戏剧学院
同济大学,现任领导,许学军
西安交通大学,知名人物,田炳耕
西安交通大学,知名人物,陈掌星
江西省龙南中学,知名人物,张春雨
西南大学,知名人物,刘捷
哈尔滨工业大学,知名人物,刘忠德
南京师范大学,知名人物,高觉敷
北京电影学院,知名人物,刘宇桥
王巍,毕业院校,香港中文大学
王紫璇,毕业院校,中央戏剧学院
周云,毕业院校,郑州大学
托马斯·品钦,毕业院校,康奈尔大学
邱亚夫,毕业院校,西安工程大学
安徽师范大学,知名人物,朱小蔓
山西大学,知名人物,臧献甫
张开泰,毕业院校,上海戏剧学院
朱蓓薇,毕业院校,大连工业大学
中央戏剧学院,知名人物,娄乃鸣
西南大学,知名人物,徐世群
易纲,毕业院校,哈姆林大学
国立西南联合大学,知名人物,万哲先
李飞,毕业院校,河南大学
东北石油大学,知名人物,田金文
李依晓,毕业院校,中国戏曲学院
北京电影学院,知名人物,初星一
中央戏剧学院,知名人物,章子怡
张莉莎,毕业院校,北京电影学院
北京工商大学,历任领导,王文波
上海大学,现任领导,苟燕楠
中国社会科学院研究生院,知名人物,石大华
中国作家协会,历任领导,李敬泽
同济大学,历任领导,埃里希·宝隆
重庆大学,知名人物,向巴平措
王红宁,毕业院校,四川大学
西安交通大学,知名人物,仇建平
香港中文大学,知名人物,张礼知
湘潭大学,知名人物,雷跃捷
西安交通大学,知名人物,管晓宏
湖南师范大学,知名人物,阎真
华中师范大学,知名人物,庹祖海
北京外国语大学,现任领导,杨丹
杭州电子科技大学,知名人物,赖伟德
西安交通大学,历任领导,庄礼庭
马里兰大学帕克分校,知名人物,马英九
邢昀,毕业院校,北京电影学院
西北工业大学,知名人物,刘胜
香港中文大学,知名人物,刘燕卿
山西大学,知名人物,杨吉魁
赵芮,毕业院校,中央戏剧学院表演系
吉林大学,知名人物,金振吉
宋星翰,毕业院校,北京电影学院
陶红,毕业院校,中央戏剧学院
横山惠,毕业院校,青山学院大学
黄家驹,毕业院校,博允中学
王宾,毕业院校,山东大学
北京工商大学,知名人物,朱光耀
重庆工商大学,知名人物,林朝阳
北京电影学院,知名人物,解月
香港大学,知名人物,黄丽松
王彩平,毕业院校,中国传媒大学
黄俊鹏,毕业院校,中国人民解放军国防大学军事文化学院
北京邮电大学,知名人物,林金泉
成均馆大学,知名人物,李完九
比尔·帕克斯顿,毕业院校,纽约大学
香港中文大学,知名人物,胡绍燊
孟广禄,毕业院校,中国戏曲学院
北京大学,知名人物,谢家荣
东南大学,知名人物,高济宇
斯坦福大学,知名人物,王文华
南开大学,知名人物,周恩来
北京师范大学,知名人物,黄祖洽
电子科技大学,知名人物,陈锡明
同济大学,历任领导,高廷耀
复旦大学,知名人物,韩正
哈尔滨工业大学,知名人物,王跃林
湘潭大学,知名人物,邓招男
同济大学,知名人物,蔡力峰
王川,毕业院校,上海戏剧学院
彭义程,毕业院校,上海戏剧学院
中国传媒大学,现任领导,张树庭
王云龙,毕业院校,郑州大学
张欣,毕业院校,上海戏剧学院
窦鹏,毕业院校,中央音乐学院
